MOF,K_ethane (mol m-3 Pa-1),K_ethene (mol m-3 Pa-1),D_ethane_a (m2/s),D_ethane_b (m2/s),D_ethane_c (m2/s),D_ethane,D_ethene_a (m2/s),D_ethene_b (m2/s),D_ethene_c (m2/s),D_ethene,P_ethane,P_ethene,K(ea/ee),Score,¦Á,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,SOCERE,A
OVADAR_clean,1.653937134,0.57009061,0,0,5.22E-08,1.74E-08,0,0,4.86E-08,1.62E-08,85905988.45,27568560.84,3.116085346,3.864805737,2.901182908,5.1368,3.79878,5.1368,1.2109,986.179,814.421,0,0,0.4988,0.411926,0,1,2,2
jp209895d_si_002_clean,2.415215299,0.832495389,1.12E-10,0,0,3.73E-11,3.63E-10,0,0,1.21E-10,269158.3219,300692.3644,0.895128556,2.781898408,2.901175587,5.49532,3.6076,5.46456,1.0177,1748.28,1717.87,0,0,0.5898,0.57954,0,1,0,2
QOFCAR_clean,1.858515757,0.640678374,0,7.38E-09,0,2.46E-09,0,8.76E-09,0,2.92E-09,13647608.25,5584420.454,2.443871904,3.500585401,2.900856081,7.04297,3.82338,7.04297,1.33044,1025.08,770.483,0,0,0.4874,0.366345,0,1,2,2
DANROC_clean,0.545918531,0.188196616,2.15E-12,0,0,7.17E-13,4.08E-11,0,0,1.36E-11,1167.885415,7640.220829,0.152860165,1.831670574,2.900788243,8.97986,3.15204,8.31008,1.18504,0,0,1028.7,868.073,0.5074,0.428171,0,1,0,2
NAJTAW_clean,1.701840269,0.586933686,1.17E-24,0,2.49E-10,8.30E-11,0,0,3.78E-10,1.26E-10,421649.9771,220757.1476,1.910017328,2.877282478,2.899544377,6.34991,4.99732,6.34991,1.15815,2148.84,1855.41,0,0,0.6062,0.523422,0,1,0,2
QOFCIZ_clean,1.836127817,0.633249138,0,8.15E-09,0,2.72E-09,0,9.37E-09,0,3.12E-09,14889991.75,5904024.302,2.522007192,3.519504673,2.899534649,7.04341,3.83129,7.04341,1.32486,1021.89,771.322,0,0,0.4928,0.371964,0,1,2,2
jp2064408_si_002_clean,0.734812766,0.253435971,7.34E-09,0,0,2.45E-09,8.59E-09,0,0,2.86E-09,5366692.241,2166184.071,2.477486708,3.340037262,2.899402019,12.93309,6.73336,12.93309,0.876804,2105.23,2401.03,0,0,0.7182,0.819111,0,1,0,2
PEDMOB_clean,1.067496592,0.368230294,2.20E-08,0,0,7.33E-09,3.52E-08,0,0,1.17E-08,23368084.6,12897220.25,1.811869857,3.572198604,2.898991771,6.13543,5.59613,6.13543,1.47554,899.4,609.538,0,0,0.4724,0.320153,0,1,2,2
JADBEY_clean,1.326000321,0.457425227,0,0,1.16E-08,3.87E-09,0,0,1.25E-08,4.17E-09,15305078.33,5689368.495,2.690119008,3.533498062,2.898835138,5.1025,4.19518,4.95899,1.35732,1188.64,875.723,0,0,0.488,0.359531,0,0,2,2
YAGJOI_clean,1.670844359,0.576449363,2.82E-08,0,0,9.40E-09,3.16E-08,0,0,1.05E-08,46883393.95,18125174,2.586645179,3.722116308,2.898510201,5.63288,5.50957,5.62983,1.07586,1552.96,1443.46,0,0,0.5528,0.513822,0,0,2,2
WANKOO_clean,0.9897843,0.341508299,5.62E-09,0,0,1.87E-09,9.23E-09,0,0,3.08E-09,5534913.2,3136439.403,1.764712302,3.320853655,2.898273052,5.43736,3.9967,5.34183,2.07196,667.58,322.197,0,0,0.439,0.211877,0,1,0,2
QUPJAN_clean,3.596876754,1.241111378,1.09E-09,0,0,3.63E-10,4.18E-09,0,0,1.39E-09,3901090.211,5162035.383,0.755727135,3.245082094,2.898109564,5.93426,3.61461,5.81162,1.33898,708.592,529.204,195.452,145.971,0.4828,0.360574,0,0,0,2
UMEXUF_clean,1.397662577,0.482322989,2.21E-08,0,0,7.37E-09,2.43E-08,0,0,8.10E-09,30734669.6,11662137.94,2.635423261,3.651444864,2.897773087,5.96732,4.46538,5.94889,1.62337,1487.02,916.008,0,0,0.5378,0.331286,0,1,2,2
VOXQOQ_clean,0.90878438,0.313647663,0,0,2.94E-08,9.80E-09,0,0,4.75E-08,1.58E-08,26585334.1,14824143.28,1.793380812,3.594152818,2.897468999,5.75088,3.78769,5.73674,1.21298,1196.61,986.497,0,0,0.5614,0.462825,0,1,2,2
BEPREV03_clean,1.563852137,0.539752225,2.40E-11,0,1.15E-09,3.91E-10,7.44E-11,0,3.02E-09,1.03E-09,1826828.268,1661899.786,1.099240931,3.116815021,2.897351904,6.75186,5.16957,6.7451,0.798706,2519.19,3154.09,0,0,0.64,0.801296,0,0,0,2
XAGCIS01_clean,5.287065993,1.825439019,0,0,0,0,0,0,2.70E-18,9.00E-19,0,0.004904165,0,1.004042768,2.896325727,5.57315,2.64485,5.55209,1.75235,0,0,818.021,466.814,0.445,0.253945,0,1,0,2
ANENIR_clean,1.189527704,0.410777003,1.44E-08,0,0,4.80E-09,1.58E-08,0,0,5.27E-09,17043979.04,6457986.714,2.639209369,3.549235757,2.895799169,6.14773,4.26664,6.04871,1.32991,783.463,589.11,0,0,0.4684,0.352204,0,1,2,2
KACKIL_clean,2.046868735,0.70700425,1.95E-09,1.48E-09,7.82E-08,2.72E-08,6.45E-09,4.97E-09,8.39E-08,3.18E-08,166254621.7,67056363.29,2.479326548,3.936552754,2.895129322,8.90649,6.59853,8.90649,1.06181,2105.95,1983.36,0,0,0.6938,0.653414,0,1,1,2
CAJQEL_clean,1.169858071,0.404113543,1.09E-08,9.85E-09,0,6.92E-09,1.37E-08,1.20E-08,0,8.57E-09,24153786.04,10334047.82,2.337301556,3.595049921,2.894874699,13.93661,8.23046,13.93661,0.705662,2053.08,2909.44,0,0,0.7554,1.07048,0,1,2,2
FEVVIM_charged,2.228826878,0.770054527,1.54E-09,0,0,5.13E-10,2.94E-09,0,0,9.80E-10,3415316.808,2252696.825,1.516101399,3.231784922,2.894375398,5.22245,3.56324,5.13158,1.20459,851.067,706.522,0,0,0.5288,0.438989,0,0,0,2
TAZLEN_clean,0.583317296,0.201535563,1.56E-10,1.67E-10,2.15E-09,8.24E-10,3.67E-10,3.49E-10,3.54E-09,1.42E-09,1435366.839,853468.016,1.681805073,3.084516053,2.894364088,11.08754,7.14784,11.07704,1.04748,2269.71,2166.83,0,0,0.7294,0.696338,0,1,0,2
c5ce02194d_c5ce02194d2_clean,1.57514634,0.544366931,0,0,1.18E-10,3.93E-11,0,0,2.99E-10,9.97E-11,184942.5553,161955.9327,1.141931341,2.719479979,2.893537888,6.92785,5.95944,6.79754,0.95198,1569.85,1649.04,0,0,0.5884,0.61808,0,1,0,2
BEPREV_clean,1.547213535,0.53472857,8.62E-12,0,0,2.87E-12,3.03E-11,0,0,1.01E-11,13270.62753,16121.66733,0.82315478,2.258364692,2.893455899,6.75364,5.16047,6.74991,0.798706,2521.08,3156.46,0,0,0.6402,0.801547,0,0,0,2
AWAKEQ_clean,1.124833614,0.388789993,2.59E-09,0,0,8.63E-10,2.57E-09,0,0,8.57E-10,2898824.936,994219.1861,2.915679939,3.259523797,2.893165036,5.66517,3.68033,5.65855,1.19573,631.039,527.745,0,0,0.5032,0.420832,0,1,0,2
MUDLON_clean,0.985438217,0.340654318,1.94E-10,0,0,6.47E-11,2.38E-10,0,0,7.93E-11,190223.8946,80672.36585,2.35798086,2.754436424,2.892780643,10.7008,8.31199,10.7008,0.628411,1977.63,3147.04,0,0,0.7012,1.11583,0,1,0,2
XAGCUE_clean,6.139768262,2.122648545,0,1.48E-19,0,4.93E-20,2.18E-17,2.17E-17,2.02E-17,2.12E-17,0.000904165,0.134540012,0.006720416,1.004070029,2.892503461,6.41175,2.87682,6.41175,2.11598,0,0,831.032,392.742,0.4582,0.216543,0,1,0,2
XAGCIS02_clean,5.918290434,2.046110977,0,0,0,0,0,6.41E-19,6.60E-19,4.34E-19,0,0.002648747,0,1.004042768,2.892458181,5.5362,2.63267,5.3168,1.77126,0,0,807.725,456.017,0.4408,0.248862,0,1,0,2
SISQES_clean,1.311226044,0.453335739,0,0,3.12E-08,1.04E-08,0,0,3.04E-08,1.01E-08,40706718.98,13712842.25,2.968510701,3.722550481,2.892395042,5.97003,5.21528,5.97003,1.65966,1234.67,743.931,0,0,0.5184,0.312353,0,1,2,2
WIFBAQ_clean,0.610825114,0.211210007,0,5.83E-08,0,1.94E-08,0,6.16E-08,0,2.05E-08,35433934.47,12945807.39,2.737097301,3.682196567,2.892027337,6.13409,5.44238,6.13409,1.2726,1015.51,797.983,0,0,0.5042,0.396197,0,0,2,2
VILXOE_clean,2.034977147,0.703652474,1.92E-08,0,0,6.40E-09,1.72E-08,0,0,5.73E-09,38877175.35,12042609.51,3.228301584,3.737904244,2.892020169,5.3607,4.59016,5.36062,1.2053,1282.83,1064.32,0,0,0.529,0.438894,0,1,2,2
CUYYEB_clean,2.601499479,0.899631144,1.54E-08,1.61E-08,1.23E-11,1.05E-08,1.80E-08,2.21E-08,3.00E-11,1.34E-08,81571375.16,35922584.88,2.270754608,3.803776227,2.891740127,5.05464,3.82141,5.04976,1.16139,1360.51,1171.44,0,0,0.5758,0.495783,0,1,2,2
WEHJIE_clean,0.660432203,0.228450004,2.97E-11,1.69E-08,2.65E-10,5.73E-09,8.00E-11,1.91E-08,4.99E-10,6.56E-09,11299436.42,4473301.123,2.525972678,3.471769649,2.890926642,11.03891,6.32706,11.01433,0.80868,2264.04,2799.67,0,0,0.7142,0.883167,0,1,2,2
PEGQUP_clean,0.529512469,0.183164943,3.48E-09,0,0,1.16E-09,6.85E-09,0,0,2.28E-09,1833535.714,1248437.671,1.4686642,3.122875227,2.890905106,4.99244,3.49069,4.98026,2.64253,618.757,234.153,0,0,0.3906,0.147813,0,1,0,2
ELOHOE_clean,4.614016518,1.59632748,2.76E-09,0,1.24E-08,5.05E-09,5.18E-09,0,1.50E-08,6.73E-09,69600487.97,32053620.44,2.171376806,3.772501409,2.890394719,5.56549,4.27537,5.53003,1.15001,1036.4,901.217,0,0,0.5212,0.453215,0,1,2,2
EZOBUR02_clean,1.310111459,0.453576297,8.13E-09,2.11E-08,0,9.74E-09,1.08E-08,2.38E-08,0,1.15E-08,38104037.76,15615661.57,2.440116776,3.678776661,2.88840371,5.4535,4.4976,5.43411,1.36504,878.599,643.645,0,0,0.4944,0.362188,0,1,2,2
ASOVEL_clean,1.149109935,0.398015396,0,3.71E-09,0,1.24E-09,0,4.61E-09,0,1.54E-09,4241987.919,1825722.364,2.323457281,3.292308135,2.887099209,5.72633,5.3133,5.71091,1.03379,949.896,918.849,0,0,0.495,0.478821,0,1,0,2
WOYJOL_clean,0.948789191,0.328634432,1.71E-09,0,0,5.70E-10,2.50E-09,0,0,8.33E-10,1614357.728,817498.5871,1.974752927,3.112327406,2.887065683,12.52097,5.76234,12.52097,0.820913,2240.31,2729.05,0,0,0.7178,0.874392,0,1,0,2
EGATIQ_clean,1.862051961,0.645228931,1.57E-09,0,0,5.23E-10,6.88E-10,0,0,2.29E-10,2908877.193,441708.9597,6.585506426,5.293788531,2.885877975,10.61507,9.35673,10.60597,0.815931,1600.87,1962.02,0,0,0.6556,0.803499,0,1,1,2
LIGHAM_clean,0.489050597,0.169465159,4.98E-09,9.62E-11,0,1.69E-09,5.93E-09,1.82E-10,0,2.04E-09,2470167.801,1030617.962,2.396783185,3.201511605,2.88584745,5.55777,4.9763,5.55645,1.04913,1135.92,1082.72,0.164681,0.156969,0.531,0.506133,0,1,0,2
KUTHOY_clean,13.14233021,4.555588966,9.18E-12,0,0,3.06E-12,2.81E-11,0,0,9.37E-12,120046.3595,127375.1741,0.942462771,2.642114529,2.884880596,4.49501,3.222,4.48771,1.83269,0,0,656.861,358.413,0.4182,0.228189,0,1,0,2
KEFWEZ_charged,1.132671799,0.392646941,0,4.23E-08,4.97E-08,3.07E-08,0,4.39E-08,4.77E-08,3.05E-08,103687368.7,35787522.18,2.897305048,3.879566456,2.884708069,5.67031,4.17239,5.67031,1.18787,1490.34,1254.63,0,0,0.5346,0.450049,0,0,1,2
OTAXOX_clean,0.698496512,0.242145778,0,0,0,0,1.72E-20,0,0,5.73E-21,0,4.14E-06,0,1.004042768,2.884611567,5.66244,2.97964,5.65648,1.37084,0,0,751.62,548.291,0.462,0.33702,0,0,0,2
COWRAJ_clean,3.914850453,1.357196696,0,0,1.77E-15,5.90E-16,0,0,1.52E-14,5.07E-15,6.894811246,20.526756,0.335893857,1.005656603,2.884512219,5.49804,2.79689,5.49636,1.26041,0,0,828.33,657.193,0.497,0.394317,0,1,0,2
UGAQEY_clean,1.835289873,0.636408468,1.18E-08,0,2.74E-14,3.93E-09,1.45E-08,0,3.09E-12,4.83E-09,21548727.15,9183969.441,2.346341339,3.575604567,2.883823779,4.89575,4.03861,4.89307,1.29414,1150.64,889.116,1.22671,0.947894,0.5042,0.389602,0,1,2,2
WUTBES_clean,0.407140566,0.141191564,0,0,5.84E-08,1.95E-08,0,0,6.12E-08,2.04E-08,23658715.48,8597934.047,2.751674454,3.61294198,2.883604052,7.39924,5.0967,7.39924,1.7772,885.87,498.464,0,0,0.459,0.258271,0,0,2,2
UVUFUN_clean,2.121213215,0.735927351,3.07E-10,0,0,1.02E-10,9.25E-10,0,0,3.08E-10,647972.594,677346.0693,0.956634464,2.935145663,2.882367685,5.451,3.54467,5.41568,1.01248,1767.35,1745.57,0,0,0.5884,0.581148,0,1,0,2
ja512437u_si_004_clean,1.746431722,0.605937776,0,0,1.17E-08,3.90E-09,0,0,1.33E-08,4.43E-09,20331593.18,8018878.031,2.535466072,3.574297648,2.882196475,5.66299,4.65074,5.65798,1.30634,1428.94,1093.85,0,0,0.5386,0.412296,0,1,2,2
IJEVIE_clean,1.131316655,0.392719108,9.80E-11,2.39E-19,1.84E-11,3.88E-11,3.68E-10,1.84E-17,8.03E-11,1.49E-10,131030.1084,175180.0829,0.747973778,2.655489656,2.880727298,6.39858,3.56516,6.38456,1.47483,1314.49,891.28,0.423263,0.286991,0.5748,0.389739,0,1,0,2
IQUCOO_clean,1.23869377,0.430013632,0,0,5.36E-09,1.79E-09,0,0,7.13E-09,2.38E-09,6606366.773,3050743.479,2.165494024,3.363233597,2.880591865,6.46968,5.45118,6.44712,1.037,1366.21,1317.47,0,0,0.5412,0.521892,0,1,0,2
XALCET_clean,1.192859434,0.414160853,4.22E-08,0,0,1.41E-08,4.32E-08,0,0,1.44E-08,50088226.98,17802735.17,2.813513007,3.747280626,2.880183932,12.0955,7.67742,12.0955,0.88783,1530.66,1724.05,0,0,0.6136,0.691123,0,1,2,2
NUDMUW_clean,1.059838826,0.36808195,0,0,3.47E-08,1.16E-08,0,0,3.31E-08,1.10E-08,36593440.06,12122898.05,3.018538958,3.708081891,2.879355605,6.32198,5.70328,6.32198,1.18747,1340.68,1129.02,0,0,0.5322,0.448181,0,0,2,2
NIKKIC_clean,1.70539652,0.592322187,3.96E-09,0,0,1.32E-09,4.39E-09,0,0,1.46E-09,6719771.362,2587357.613,2.597156005,3.38521799,2.87917042,5.94413,4.27315,5.93398,1.24613,1177.42,944.864,0,0,0.498,0.399638,0,1,2,2
IQOJEF_clean,2.271369577,0.788986449,8.04E-09,0,0,2.68E-09,8.49E-09,0,0,2.83E-09,18170956.62,6665169.106,2.726255902,3.565506772,2.878844852,6.3031,3.72946,5.90938,1.09859,1022.71,930.932,0,0,0.506,0.460592,0,1,2,2
QODHUO09_clean,1.86859915,0.649154037,0,9.00E-09,0,0.000000003,0,1.04E-08,0,3.47E-09,16733723.73,6717613.915,2.491021953,3.538247838,2.878514256,7.01869,3.81528,6.63722,1.33794,1007.41,752.957,0,0,0.4858,0.363096,0,1,2,2
SOJGOO_clean,3.076754069,1.068919894,1.33E-09,0,0,4.43E-10,2.36E-09,0,0,7.87E-10,4071724.29,2510100.448,1.622135996,3.2643835,2.878376655,6.25393,4.92061,6.24311,1.24524,1162.74,933.744,0,0,0.513,0.411967,0,1,0,2
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.741817015,0.257770026,1.80E-09,1.70E-09,0,1.17E-09,3.16E-09,2.19E-09,0,1.78E-09,2583442.341,1372208.596,1.882689227,3.191445155,2.877824961,8.49751,4.07254,8.49751,1.27238,1692.83,1330.45,0,0,0.6072,0.477217,0.000157186,0,0,2
ESUVAR_clean,1.266963355,0.440461872,0,0,2.13E-08,7.10E-09,0,0,2.18E-08,7.27E-09,26852059.17,9554297.323,2.810469285,3.638772607,2.876442742,6.28796,4.55194,6.20677,1.47064,1312.34,892.358,0,0,0.5172,0.351684,0,1,2,2
XANMUX08_clean,5.875138321,2.04287948,0,4.06E-08,0,1.35E-08,0,4.20E-08,0,0.000000014,237343896.4,85374067.82,2.78004671,4.015319736,2.875910389,7.80034,7.66637,7.80034,1.1623,1830.3,1574.73,0,0,0.6326,0.544267,0,0,1,2
XUNGUJ_clean,4.464245049,1.552357469,1.21E-08,0,0,4.03E-09,1.42E-08,0,0,4.73E-09,53748621.98,21933807.02,2.450492152,3.739018996,2.875784179,4.49594,4.05224,4.48031,1.03604,1057.86,1021.06,0,0,0.4874,0.470444,0,0,2,2
TAZLAJ_clean,0.600577339,0.208848529,9.34E-11,8.18E-11,6.54E-09,2.24E-09,2.13E-10,1.87E-10,8.12E-09,2.84E-09,4012932.285,1770536.783,2.266506024,3.28037982,2.875659895,11.18983,6.92715,11.18534,1.0698,2252.1,2105.17,0,0,0.7314,0.683682,0,1,0,2
TOXMUQ_clean,3.79902574,1.32123727,0,0,8.74E-09,2.91E-09,0,0,8.43E-09,2.81E-09,33038293.5,11082617.1,2.981091307,3.68728723,2.875354659,6.89787,6.74832,6.89787,1.06186,1595.8,1502.83,0,0,0.5884,0.55412,0,0,2,2
IYOVUO_clean,2.767977708,0.962777644,3.61E-10,0,0,1.20E-10,7.85E-10,0,0,2.62E-10,994268.6095,752020.3488,1.322129928,3.014167544,2.874991671,4.91638,3.15658,4.90706,1.59623,0,0,1116.43,699.42,0.5128,0.321257,0,0,0,2
QOFDAS_clean,2.008311282,0.698733061,0,8.29E-09,0,2.76E-09,0,9.54E-09,0,3.18E-09,16566070.18,6632749.654,2.497617284,3.536821586,2.874218202,7.03553,3.81631,6.66267,1.32324,1033.46,781.008,0,0,0.4904,0.370605,0,1,2,2
EHUCOA_clean,1.40797851,0.490032876,9.50E-09,0,4.42E-17,3.17E-09,1.68E-08,0,8.89E-15,5.60E-09,13309249.66,8191598.68,1.62474386,3.470187042,2.873232754,5.17903,3.25891,5.16911,0.982476,0,0,1140.41,1160.75,0.5726,0.582813,0,1,2,2
AQOTIK_clean,1.647205517,0.573314089,1.97E-08,1.97E-08,0,1.31E-08,1.67E-08,1.67E-08,0,1.11E-08,64577012.31,19053423.46,3.389260332,3.84387507,2.873129317,6.7817,3.86887,6.78051,1.47348,1288.35,874.359,0,0,0.5612,0.380867,0,1,2,2
VARRIP_clean,0.44489215,0.154859274,1.51E-09,0,4.08E-10,6.39E-10,2.31E-09,0,1.47E-10,8.19E-10,849057.8544,378596.2549,2.242647262,3.009650638,2.872880251,6.075,3.2656,6.07236,1.59276,0,0,899.448,564.711,0.5038,0.316307,0,0,0,2
j.jssc.2015.05.012_mmc6_clean,1.842470532,0.641564429,2.08E-09,0,0,6.93E-10,3.96E-09,0,0,1.32E-09,3813272.345,2527955.362,1.508441329,3.250791151,2.871840222,5.19284,3.47327,4.97212,1.17487,1114.95,948.996,0,0,0.5544,0.471883,0,1,0,2
ja302380x_si_003_clean,1.792402374,0.624380563,3.23E-09,0,0,1.08E-09,3.66E-09,0,0,1.22E-09,5760656.386,2273863.543,2.533422203,3.355113681,2.870688936,6.15862,4.38483,5.85392,1.07794,1748.54,1622.12,0,0,0.6004,0.556988,0,1,0,2
SUKREX_clean,0.742847406,0.258804426,3.05E-09,0,0,1.02E-09,3.92E-09,0,0,1.31E-09,2254412.526,1009466.02,2.233272326,3.17893379,2.870304104,5.76528,3.44001,5.76528,2.05587,771.787,375.407,0,0,0.4332,0.210714,0,1,0,2
COMDOY_clean,1.770595782,0.616931281,3.01E-08,0,0,1.00E-08,2.86E-08,0,0,9.53E-09,53029784.12,17556452.37,3.020529603,3.772693371,2.870004872,6.1206,5.53928,6.10847,1.22694,1491.89,1215.95,0,0,0.5716,0.465876,0,0,2,2
CEGFAW_clean,1.173029428,0.408736268,5.57E-10,0,0,1.86E-10,9.45E-10,0,0,3.15E-10,650126.7576,384334.1027,1.691566668,2.947143273,2.86989318,4.76954,3.53933,4.76954,1.84478,851.951,461.818,0,0,0.4894,0.265289,0,1,0,2
cg500149s_si_002_clean,0.202606046,0.070643894,0,3.39E-08,0,1.13E-08,0,2.96E-08,0,9.87E-09,6834174.089,2080655.982,3.284624727,3.441812134,2.867990912,5.58191,4.61814,5.576,1.28231,662.205,516.417,0,0,0.4432,0.345627,0,0,2,2
XALDAQ_clean,2.080374469,0.725406944,1.94E-08,0,0,6.47E-09,2.75E-08,0,0,9.17E-09,40158472.34,19849443.74,2.023153538,3.672082832,2.867872284,8.8251,3.77258,4.48452,0.998614,192.623,192.891,1030.53,1031.96,0.5614,0.562179,0,1,2,2
LUSHOX03_clean,1.257172641,0.438437174,2.69E-08,0,0,8.97E-09,3.08E-08,0,0,1.03E-08,33649695.57,13436681.55,2.504315923,3.660256478,2.867395184,5.24171,4.88245,5.22892,1.21123,1320.66,1090.34,0,0,0.5276,0.435589,0,1,2,2
OKIQEG_clean,0.749434688,0.261394435,2.70E-09,9.81E-10,0,1.23E-09,4.31E-09,1.51E-09,0,1.94E-09,2744944.365,1513746.877,1.813344361,3.200199296,2.867064435,5.32479,3.99481,5.32479,1.53026,921.294,602.05,0,0,0.486,0.317592,0,0,0,2
LUSHOX01_clean,1.238990458,0.432599631,0,2.63E-08,0,8.77E-09,0,3.11E-08,0,1.04E-08,32423332.38,13386913.95,2.422016941,3.649899253,2.864058056,5.25442,4.88912,5.25442,1.20931,1317.3,1089.3,0,0,0.5332,0.440913,0,1,2,2
PIGXUZ_clean,1.014770267,0.354470371,5.33E-09,0,0,1.78E-09,1.46E-08,0,0,4.87E-09,5381816.441,5149519.818,1.045110347,3.303868022,2.86277881,4.56718,3.56694,4.54309,1.41248,518.542,367.114,0,0,0.408,0.288854,0,0,0,2
FIHRIZ_clean,1.041760885,0.363964397,2.59E-08,0,0,8.63E-09,2.77E-08,0,0,9.23E-09,26847370.07,10031655.52,2.676265151,3.63030504,2.862260412,6.70189,5.92513,6.34809,1.0601,1583.25,1493.5,0,0,0.594,0.560326,0,0,2,2
DALSUH_clean,1.061201989,0.37078021,0,0,1.16E-08,3.87E-09,0,0,2.09E-08,6.97E-09,12248699.57,7710752.626,1.588521921,3.455031432,2.862078289,5.91398,4.13588,5.88727,1.34754,1386.92,1029.23,0,0,0.5694,0.422549,0,1,2,2
QODHUO12_clean,1.830995911,0.639876514,0,6.14E-09,0,2.05E-09,0,6.94E-09,0,2.31E-09,11186382.98,4418649.758,2.531629251,3.470309542,2.861483225,7.0091,3.78553,6.9949,1.33735,1014.06,758.26,0,0,0.4828,0.361012,0,1,2,2
MAJHUC_clean,0.431208403,0.150717665,8.92E-09,0,0,2.97E-09,9.17E-09,0,0,3.06E-09,3827242.741,1375204.963,2.783034416,3.298517908,2.861034259,5.75252,3.69157,5.65377,1.18631,467.138,393.774,0,0,0.4432,0.373595,0,1,0,2
UMELAB_clean,1.142779248,0.399454735,8.38E-08,0,0,2.79E-08,8.95E-08,0,0,2.98E-08,95288458.69,35573332.12,2.678648668,3.850500646,2.860847921,6.29398,5.39006,6.2901,1.61584,1305.01,807.638,0,0,0.54,0.334192,0,1,2,2
LUSHOX02_clean,1.168819662,0.408688157,0,2.14E-08,0,7.13E-09,0,2.31E-08,0,7.70E-09,24888299.27,9393727.788,2.649459281,3.615588653,2.859930345,5.40311,4.9355,5.40311,1.1935,1329.97,1114.34,0,0,0.5516,0.462169,0,1,2,2
FIPWOS_clean,9.952590009,3.480069762,1.45E-08,0,0,4.83E-09,1.75E-08,0,0,5.83E-09,143594582.2,60598229.69,2.369616785,3.906085729,2.859882327,5.20561,3.82141,5.20561,1.29023,881.425,683.154,0,0,0.5118,0.396674,0,0,1,2
QOFBIY_clean,1.881436934,0.65803464,0,8.49E-09,0,2.83E-09,0,9.50E-09,0,3.17E-09,15893929.92,6220227.94,2.555200561,3.532538636,2.859176128,7.01606,3.82362,7.01606,1.3363,1014.56,759.23,0,0,0.4868,0.364289,0,1,2,2
XUNTIL_clean,2.253131265,0.788665704,4.47E-09,0,0,1.49E-09,5.03E-09,0,0,1.68E-09,10021389.81,3947252.23,2.538826815,3.451572049,2.856890129,4.3912,3.544,4.3912,1.10854,669.818,604.235,0,0,0.4582,0.413336,0,1,2,2
MAPFOY_clean,44.39940261,15.54248657,3.00E-10,0,0,1.00E-10,9.28E-10,0,0,3.09E-10,13253553.02,14351669.19,0.923485125,3.459112824,2.85664732,4.52682,3.38698,4.51576,1.24538,538.295,432.235,0,0,0.433,0.347686,0,1,2,2
RAJFEQ_clean,1.320980675,0.462529067,0,0,1.49E-08,4.97E-09,0,0,1.15E-08,3.83E-09,19584688.61,5292621.165,3.700376053,3.680347248,2.85599494,6.16839,5.15091,6.14553,1.469,1288.74,877.291,0,0,0.5068,0.344997,0,1,2,2
QOFBIY02_clean,1.844098308,0.645970652,0,8.27E-09,0,2.76E-09,0,9.53E-09,0,3.18E-09,15174818.91,6125472.949,2.477330165,3.520596455,2.854771037,7.03275,3.83288,6.70379,1.33192,1017.39,763.856,0,0,0.4894,0.36744,0,1,2,2
DOMKEX_clean,1.057469329,0.37043541,4.03E-09,0,0,1.34E-09,5.14E-09,0,0,1.71E-09,4240399.399,1894565.181,2.238191349,3.288869145,2.854665889,5.79906,5.20244,5.74892,1.1266,1080.97,959.499,0,0,0.4364,0.387361,0,1,0,2
WEHQAC_charged,1.106515115,0.387623286,3.30E-08,4.02E-08,0,2.44E-08,3.66E-08,4.27E-08,0,2.64E-08,80593936.73,30585598.59,2.635028917,3.818892158,2.854614661,5.88519,4.42111,5.88043,1.07601,1508.86,1402.27,0,0,0.5452,0.506686,0,1,2,2
BETZOR_clean,1.718651271,0.602185069,6.09E-10,8.68E-10,0,4.92E-10,1.82E-09,1.56E-09,0,1.13E-09,2525818.833,2025259.237,1.247158283,3.175031485,2.854025049,7.75357,4.72091,7.64098,1.06732,1559.59,1461.22,0,0,0.5544,0.519432,0,1,0,2
HICVUM_clean,2.353407906,0.824637158,0,0,5.61E-08,1.87E-08,0,0,5.98E-08,1.99E-08,131369336.8,49067962.24,2.67729351,3.906202384,2.8538708,5.70734,4.18424,5.69729,1.38731,1533.97,1105.72,0,0,0.5594,0.403228,0,1,1,2
CUVGOQ_clean,3.607826157,1.264196937,1.51E-08,0,0,5.03E-09,1.56E-08,0,0,5.20E-09,54207139.27,19623355.44,2.762378709,3.757649819,2.853848203,5.59653,4.5385,5.59247,1.00212,1543.11,1539.84,0,0,0.5404,0.539255,0,0,2,2
PEGQOJ_clean,0.458539812,0.160688798,1.43E-09,0,0,4.77E-10,3.24E-09,0,0,1.08E-09,652449.6827,518041.498,1.259454475,2.940063499,2.853589159,5.06893,3.45218,5.06893,2.53315,611.744,241.495,0,0,0.3936,0.15538,0,1,0,2
VUKTIG_clean,1.92881886,0.676032395,0,3.83E-09,0,1.28E-09,0,4.32E-09,0,1.44E-09,7350623.118,2905930.295,2.529524927,3.397256473,2.85314561,5.58633,4.32231,5.37322,1.41396,1054.33,745.662,0,0,0.4904,0.346829,0,1,2,2
