dimensions, bond type, name,H2,CH4,a,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,#VALUE!,score,rmps,mps,PH2,PCH4,aIM, void fraction [widom], supercell volume [A^3], density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v],dimensions, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,,
3, CC, linker111_C_linker95_C_moc_relaxed_interp_2,0.73737,0.418533,5.676024248,0.0473235,0.310346,6.13E-10,9.91E-08,0.035098917,6.557968029,0.152486257,0.040552606,24.65932765,19926.9061,344942485.7,2.905845648,-768410262.3,23023.15977,13999979.17,567735.6403,6.56E+00,0.833337,60386.98906,314.1215415,6386.57,156.7336998,3,864,0,592,0,0,0,16,2,3,4,20.08335,18.30449,20.08184,8090,0.811434303,0
3, CC, linker110_C_linker41_C_crb_relaxed,0.739922,0.661389,8.938631369,0.0501105,0.598694,3.16E-10,5.43E-08,0.051998009,11.94747608,0.083699686,0.069501128,14.38825561,29341.25655,116543911.6,2.904855344,-763718957.6,39217.85632,8118955.116,564276.5414,1.19E+01,0.780695,19609.32324,496.4505308,4205.5,169.0378248,3,384,0,288,32,32,0,0,1,2,5,11.24858,8.17079,11.24568,8091,0.811534604,0
3, amine, linker108_CH2_linker41_NH_lvt_relaxed_interp_3,0.709592,0.803652,11.32555046,0.0517943,0.898311,2.09E-10,8.14E-08,0.029143353,17.34381969,0.057657426,0.0446298,22.40655341,16359.8967,281547756.6,2.90385874,-759783669.3,25053.36049,12578130.73,561359.46,1.73E+01,0.723146,42071.48575,519.6643779,4295.45,143.6673276,3,816,0,576,144,48,0,0,1,1,5,12.07905,8.62296,11.02906,8092,0.811634905,0
3, CC, linker99_C_linker2_C_lvt_relaxed_interp_2,0.706829,0.687245,9.722931572,0.0488822,0.618554,3.03E-10,4.53E-08,0.064887898,12.6539722,0.079026568,0.084448775,11.84149802,36246.607,78059344.68,2.903155254,-756033590.8,47173.3812,6614702.241,558603.5001,1.27E+01,0.754962,19421.94143,457.4034626,4306.97,153.8802844,3,384,0,224,0,32,0,0,1,1,5,12.53498,7.7937,12.53498,8093,0.811735206,0
3, CC, linker110_C_linker49_C_crb_relaxed,0.725995,0.933418,12.85708579,0.0509028,0.992159,1.88E-10,4.30E-08,0.056161899,19.49124606,0.051305083,0.085141019,11.74521996,31242.42617,76472277.21,2.902397502,-752910247.9,47363.2848,6533774.233,556292.1982,1.95E+01,0.731694,19160.67478,583.0228327,3906.03,148.6145279,3,416,0,320,64,32,0,0,1,2,5,10.21048,6.41177,9.79105,8094,0.811835507,0
3, CC, linker110_C_linker1_C_sod_relaxed,0.722225,0.469946,6.506919589,0.0453965,0.405323,4.60E-10,7.74E-08,0.038658126,8.928507704,0.112000799,0.053044973,18.85192777,21501.64762,197390652.9,2.902294492,-752795130.1,29503.61132,10485441.27,556199.9496,8.93E+00,0.814974,17057.75202,367.3021142,4861.08,169.8670605,3,264,0,264,24,0,0,0,1,1,7,18.36383,9.45287,18.36383,8095,0.811935807,0
3, CC, linker99_C_linker76_C_lvt_relaxed_interp_2,0.721539,0.583451,8.086201855,0.0488838,0.526161,3.46E-10,5.20E-08,0.053856376,10.76350447,0.092906544,0.071687964,13.94934301,29278.59408,105512151.6,2.898391703,-735790317.6,38972.59604,7583450.271,543642.1102,1.08E+01,0.790495,18834.68442,432.1020037,4243.9,165.7624983,3,320,0,160,64,0,0,0,1,1,5,14.38962,9.02065,14.38728,8096,0.812036108,0
3, CC, linker109_C_linker49_C_sra_relaxed_interp_2,0.711805,0.386352,5.427778675,0.0469534,0.287353,6.33E-10,8.47E-08,0.040576468,6.119961494,0.163399721,0.045751022,21.85743502,22027.45169,259067989.9,2.898086188,-734742654.4,24836.52415,11865586.47,542862.7128,6.12E+00,0.799447,83330.20247,385.5707656,5587.67,171.1154513,3,1312,0,768,128,64,0,0,1,3,5,14.78122,10.58736,14.78122,8097,0.812136409,0
3, imine, linker98_N_linker11_CH_lvt_relaxed_interp_4,0.700078,0.295933,4.227143261,0.044766,0.266174,6.77E-10,9.72E-08,0.029436197,5.945896439,0.168183218,0.041404932,24.1517119,15828.71897,313374919.9,2.896389166,-727801383.8,22264.66386,12987093.93,537729.7469,5.95E+00,0.86277,203066.6394,259.3487798,5378.26,134.6685291,3,1920,0,1472,512,0,0,0,1,1,5,24.14746,18.3113,24.14275,8098,0.81223671,0
3, CC, linker108_C_linker87_C_dei_relaxed_interp_2,0.772174,0.565464,7.323012689,0.0500558,0.346152,5.18E-10,8.07E-08,0.046997432,6.9153225,0.144606416,0.044380969,22.5321804,25157.84479,271488929.5,2.895677025,-724506831.6,23757.24548,12061533.43,535302.5411,6.92E+00,0.832552,94362.38449,394.6458219,5259.95,173.3069002,3,1792,0,896,0,0,0,0,1,4,17,13.05974,9.93669,13.04972,8099,0.812337011,0
3, imine, linker98_N_linker59_CH_lvt_relaxed_interp_4,0.708079,0.282712,3.992661836,0.045039,0.252227,7.04E-10,1.30E-07,0.021553296,5.600190946,0.17856534,0.030231104,33.07851405,11426.47865,579790206.5,2.893890333,-717546507.9,16027.01779,17536572.01,530149.9331,5.60E+00,0.878359,200670.5923,239.1136191,5809.31,133.9309379,3,1856,0,1216,384,0,0,0,1,1,5,24.24639,19.86398,24.1678,8100,0.812437312,0
3, CC, linker103_C_linker68_C_rho_relaxed,0.690735,0.407486,5.899310155,0.0423509,0.259641,6.83E-10,1.41E-07,0.028652855,6.130707966,0.163113299,0.029776751,33.58324804,15167.45916,596728084.9,2.893658253,-716463378.9,15762.39598,17777374.76,529352.4539,6.13E+00,0.85112,145968.6075,304.968905,4806.64,121.7637207,3,1584,0,672,288,192,0,0,1,2,25,38.34472,16.35318,38.34472,8101,0.812537613,0
3, CC, linker105_C_linker79_C_lvt_relaxed_interp_2,0.60787,0.574215,9.446345436,0.0423723,0.497025,3.53E-10,4.12E-08,0.080965759,11.72995093,0.085251848,0.100538815,9.946407281,42442.30288,51596813.65,2.892182731,-709463131.4,52702.51164,5213913.117,524200.6455,1.17E+01,0.550176,19106.756,581.8649558,2692.07,112.3266303,3,416,0,288,64,32,0,0,1,1,5,10.44549,7.10435,10.42719,8102,0.812637914,0
3, CC, linker99_C_linker60_C_lvt_relaxed_interp_2,0.658437,0.618208,9.389022792,0.0461229,0.606803,2.84E-10,4.19E-08,0.063651534,13.15621958,0.076009677,0.089190705,11.21193063,32755.83154,64425185.04,2.888900363,-696494332.6,45898.59049,5769791.946,514611.8127,1.32E+01,0.664096,19513.12377,493.4715972,4047.38,126.8694762,3,384,0,288,64,0,0,0,1,1,5,10.73849,6.46541,10.73849,8103,0.812738215,0
3, CC, linker110_C_linker62_C_crb_relaxed,0.703327,0.456351,6.488461271,0.0454756,0.326512,5.23E-10,4.28E-08,0.079380389,7.179938253,0.139276964,0.087839978,11.38433805,40501.43614,65860594.79,2.887479645,-690541824.7,44817.68458,5808513.229,510219.672,7.18E+00,0.7662,75616.74328,475.5507923,4478.33,170.4011608,3,320,0,224,96,0,0,0,1,2,5,11.61694,8.59595,11.61675,8104,0.812838516,0
3, CC, linker110_C_linker3_C_sod_relaxed,0.714015,0.501371,7.021855283,0.0453045,0.444671,3.84E-10,7.29E-08,0.036971522,9.815161849,0.10188319,0.05167886,19.35027219,18841.40912,190539810.4,2.887093452,-689751170.1,26336.5553,9861276.299,509619.5135,9.82E+00,0.798512,133923.8172,371.9112209,4960.38,165.1365314,3,288,0,288,0,0,0,0,1,1,7,17.72976,8.21767,17.72769,8105,0.812938816,0
3, CC, linker98_C_linker88_C_sra_relaxed_interp_2,0.725069,0.311231,4.292432858,0.0454064,0.251171,6.78E-10,1.22E-07,0.023765807,5.531621093,0.180778832,0.03062679,32.65115251,12076.1952,541427581.8,2.88653102,-687746180.9,15562.48829,16591133.91,508133.1785,5.53E+00,0.879394,83890.59001,261.8818209,6230.05,147.8987992,3,896,0,544,64,64,0,0,1,3,5,19.26627,15.26525,16.75168,8106,0.813039117,0
3, CC, linker98_C_linker92_C_hof_relaxed,0.7526,0.688399,9.146943928,0.0496727,0.665648,2.54E-10,9.52E-08,0.024392743,13.40068086,0.074623074,0.035736457,27.98262835,12305.45043,394727457.9,2.885277342,-682790233.3,18028.03376,14116446.01,504471.7686,1.34E+01,0.846385,33229.41862,364.2179809,4188.97,162.0856134,3,544,0,304,32,0,0,0,2,2,4,20.07733,19.88905,20.07729,8107,0.813139418,0
3, CC, linker105_C_linker76_C_lvt_relaxed_interp_2,0.682102,0.485647,7.119858907,0.0459434,0.455489,3.70E-10,3.95E-08,0.066740731,9.914133477,0.100866102,0.092933937,10.76033183,33609.02706,58042598.97,2.885147785,-681556436.8,46799.29542,5418644.304,503575.9482,9.91E+00,0.688128,18936.37984,474.6772562,3251.7,143.6997928,3,320,0,160,64,32,0,0,1,1,5,14.44859,8.93116,14.44859,8108,0.813239719,0
3, CC, linker99_C_linker87_C_lvt_relaxed_interp_2,0.719893,0.667395,9.270752737,0.0495766,0.644255,2.58E-10,4.76E-08,0.050169629,12.99514287,0.076951828,0.070324548,14.21978575,24871.72484,99972125.36,2.882356774,-670976299.3,34863.57871,7049496.042,495752.6199,1.30E+01,0.782561,19318.29738,415.8492417,4391.06,161.2154577,3,384,0,224,0,0,0,0,1,1,5,14.65861,8.5561,14.601,8109,0.81334002,0
3, CC, linker110_C_linker77_C_sod_relaxed,0.694938,0.423744,6.097579928,0.043567,0.346618,4.78E-10,7.67E-08,0.037989191,7.955975853,0.125691684,0.049567384,20.17455655,18780.07615,200929167.6,2.881814225,-669088201.1,24503.79235,9973355.472,494353.1446,7.96E+00,0.791089,130211.288,387.3535431,4835.05,162.3380381,3,240,0,240,48,0,0,0,1,1,7,17.7853,7.96243,17.7853,8110,0.813440321,0
3, CC, linker99_C_linker68_C_lvt_relaxed_interp_2,0.668633,0.595871,8.911779706,0.0463731,0.585991,2.82E-10,4.29E-08,0.058470995,12.63644225,0.079136198,0.082908844,12.06143938,28807.57235,71408429.36,2.88131267,-666815478.5,40847.64618,5942446.939,492681.4082,1.26E+01,0.726272,19185.9827,548.8147859,3458.11,143.6913452,3,320,0,128,96,64,0,0,1,1,5,11.21493,8.07685,11.20814,8111,0.813540622,0
3, CC, linker110_C_linker1_C_pcb_relaxed,0.698338,0.366378,5.246427947,0.0453723,0.292182,5.59E-10,8.17E-08,0.035877464,6.439655913,0.1552878,0.0440373,22.70802256,17482.22235,250984390.3,2.879300408,-659510409.1,21458.31368,11065071.47,487275.871,6.44E+00,0.77766,22708.70315,367.8676756,4313.91,159.6656562,3,352,0,352,32,0,0,0,1,2,9,14.05471,11.27879,13.9931,8112,0.813640923,0
3, CC, linker110_C_linker76_C_pcb_relaxed,0.699828,0.310811,4.441248421,0.0450139,0.243685,6.69E-10,4.76E-08,0.062405304,5.413550037,0.184721669,0.076067403,13.14623559,30382.69647,83873158.09,2.879265023,-658935720.2,37034.23722,6400386.876,486860.8075,5.41E+00,0.775265,21610.62819,354.4999627,3962.6,152.254094,3,288,0,256,64,0,0,0,1,2,9,14.72012,13.08943,14.55622,8113,0.813741224,0
3, CC, linker110_C_linker64_C_sra_relaxed,0.68921,0.403421,5.853382859,0.0459657,0.321084,5.05E-10,1.08E-07,0.027269113,6.985295557,0.143157865,0.032542346,30.72919159,13202.42659,456888501.2,2.878147628,-655288070.9,15755.47919,14877634.56,484153.1388,6.99E+00,0.775459,40959.02701,446.7560359,4143.41,165.8633066,3,640,0,512,128,64,0,0,1,3,5,14.33643,13.3815,14.02982,8114,0.813841525,0
3, CC, linker110_C_linker45_C_can_relaxed,0.698319,0.746893,10.69558468,0.0496846,0.805829,1.97E-10,3.60E-08,0.058512892,16.21888875,0.061656505,0.088729519,11.27020644,27725.906,59922875.81,2.874540053,-641318350.4,42043.83383,5340304.896,473842.6866,1.62E+01,0.775373,33018.20873,468.875236,3614.12,155.0345756,3,624,0,480,96,0,0,0,1,3,13,20.15849,19.61297,20.15849,8115,0.813941825,0
3, CC, linker110_C_linker87_C_wse_relaxed,0.692315,0.30701,4.43454208,0.0446646,0.264649,5.99E-10,7.26E-08,0.036557781,5.925251765,0.1687692,0.048846995,20.47208823,17292.70341,197969222.9,2.874146524,-640220527.9,23105.79527,9683786.59,473023.8793,5.93E+00,0.890741,216265.7889,209.6298641,4640.49,117.0064144,3,2112,0,1920,0,0,0,0,1,4,49,47.88538,21.72211,47.88275,8116,0.814042126,0
3, imine, linker98_N_linker11_CH_lvt_relaxed_interp_5,0.705146,0.373008,5.289798141,0.0453476,0.327312,4.82E-10,1.07E-07,0.023760132,7.217846148,0.138545486,0.032420325,30.84484766,11194.28033,447953477.7,2.873398907,-637672906.7,15274.41898,14532152.9,471137.1267,7.22E+00,0.826773,203066.6394,324.1859747,5232.44,152.5814963,3,2400,0,1840,640,0,0,0,1,1,5,19.71628,18.3113,19.71168,8117,0.814142427,0
3, amide, linker105_CO_linker22_NH_qtz_relaxed_interp_2,0.742101,0.417158,5.621310307,0.0472415,0.299373,5.27E-10,1.80E-07,0.016446897,6.337076511,0.157801472,0.018541095,53.93424771,7748.866721,1370210341,2.873371492,-637686452,8735.536486,25410828.96,471144.5888,6.34E+00,0.83764,42182.72601,353.6519381,5524.74,149.2899289,3,480,0,288,72,120,0,0,1,1,4,21.70903,21.40878,21.70903,8118,0.814242728,0
3, imine, linker98_N_linker61_CH_lvt_relaxed_interp_4,0.71037,0.282387,3.975210102,0.0451929,0.25209,6.22E-10,1.12E-07,0.021982715,5.578088594,0.179272879,0.030846554,32.41853251,10281.931,491274307.7,2.872129966,-633059548,14427.7964,15163054.94,467727.9867,5.58E+00,0.881383,200720.4848,239.5773266,5804.83,134.7677628,3,1792,0,1152,448,0,0,0,1,1,5,24.15645,19.64811,24.15645,8119,0.814343029,0
3, CC, linker99_C_linker4_C_lvt_relaxed_interp_2,0.654588,0.64326,9.826944582,0.0458047,0.647181,2.41E-10,4.08E-08,0.057966525,14.12913959,0.070775718,0.083344026,11.99846052,26963.72125,66701364.09,2.871325064,-629567389.7,38768.325,5581206.496,465160.2168,1.41E+01,0.706339,19511.81916,534.2682476,3553.12,137.6878489,3,384,0,192,32,64,0,0,1,1,5,11.28324,7.78427,11.28253,8120,0.81444333,0
3, imine, linker103_CH_linker77_N_qtz_relaxed_interp_3,0.698779,0.563834,8.068845801,0.0484484,0.510841,3.00E-10,7.47E-08,0.03243674,10.54402209,0.094840469,0.042386942,23.59217123,14855.07759,254621287.4,2.868511143,-619848535.5,19411.97913,10804524.01,457970.7355,1.05E+01,0.769002,90151.90077,400.9487925,4708.04,140.1998465,3,1404,0,864,288,0,0,0,1,1,4,18.92843,16.90598,18.9272,8121,0.814543631,0
3, CC, linker108_C_linker87_C_mer_relaxed,0.73539,0.426507,5.799738914,0.0473,0.346872,4.42E-10,4.58E-08,0.056016069,7.333446089,0.13636154,0.070829192,14.11847243,25632.47553,90944222.91,2.86846686,-619324424.2,32410.83438,6460492.573,457591.4715,7.33E+00,0.859187,59025.82245,315.4527903,5171.34,159.0079251,3,896,0,448,0,0,0,0,1,4,17,21.42018,12.16228,21.2862,8122,0.814643932,0
3, CC, linker106_C_linker39_C_lvt_relaxed_interp_3,0.745052,0.492828,6.614679244,0.0489405,0.340969,4.47E-10,7.84E-08,0.037698152,6.967010962,0.143533576,0.039706149,25.18501602,17151.70869,288301297.6,2.867393013,-615791218.6,18065.2966,11458547.23,454974.7841,6.97E+00,0.775247,46567.40973,488.2967619,4707.25,178.5869456,3,768,0,432,288,0,0,0,1,1,5,11.31468,9.30585,10.25859,8123,0.814744233,0
3, CC, linker99_C_linker77_C_lvt_relaxed_interp_2,0.662959,0.560293,8.451397447,0.0451273,0.522943,2.89E-10,4.52E-08,0.054096592,11.5881739,0.086294873,0.0741748,13.48166765,24414.40086,81761635.31,2.866057958,-610825371.3,33475.92213,6084428.369,451311.2565,1.16E+01,0.727643,19252.71076,461.4331316,4160.71,142.4966489,3,352,0,224,64,0,0,0,1,1,5,11.99511,7.89081,11.98778,8124,0.814844534,0
3, mixed, linker107_N_linker94_CH_tfk_relaxed_interp_2,0.726074,0.276133,3.803097205,0.0449944,0.262089,5.74E-10,1.48E-07,0.014722175,5.82492488,0.171676034,0.022548875,44.34811036,6607.475778,882404517.5,2.864928168,-607459234.6,10120.18573,19903924.79,448811.1134,5.82E+00,0.870826,94952.68234,257.7309275,6245.92,151.3216309,3,1056,0,704,96,0,0,0,2,2,5,17.51457,11.76092,16.59476,8125,0.814944835,0
3, CC, linker110_C_linker46_C_afi_relaxed,0.70116,0.688137,9.814264932,0.0477962,0.527565,2.84E-10,1.22E-07,0.022874534,11.03780217,0.090597746,0.025726286,38.87074917,10243.76415,676339594.4,2.864579235,-606119464.4,11520.84674,17407252.2,447823.944,1.10E+01,0.737419,67560.09593,491.397201,3670.28,138.5255548,3,1344,0,1152,192,0,0,0,1,4,25,19.96204,16.68786,19.962,8126,0.815045135,0
3, imine, linker108_CH_linker29_N_ukk_relaxed_interp_2,0.705173,0.313684,4.448326864,0.0439912,0.247552,6.03E-10,3.15E-08,0.085220865,5.62730728,0.177704886,0.107807724,9.275773227,37998.64223,38106455.63,2.864091259,-603466344.7,48069.76703,4135921.263,445884.2581,5.63E+00,0.843232,140269.6572,322.283936,5812.79,151.4697567,3,1408,0,832,384,256,0,0,1,3,9,19.71823,12.06936,19.71823,8127,0.815145436,0
3, CC, linker110_C_linker66_C_sod_relaxed,0.672224,0.512175,7.619112082,0.0432727,0.450805,3.30E-10,6.81E-08,0.036937847,10.41776917,0.09598984,0.05050588,19.79967473,16410.10833,173887343.8,2.86325084,-601293182.1,22437.87974,8796257.361,444262.7205,1.04E+01,0.758678,128965.204,430.6493977,4779.05,154.0713692,3,240,0,240,48,24,0,0,1,1,7,15.80801,6.69518,15.80801,8128,0.815245737,0
3, CC, linker110_C_linker45_C_lta_relaxed,0.683591,0.560049,8.192749758,0.0462106,0.515229,2.81E-10,4.96E-08,0.046450325,11.14958473,0.089689439,0.063214654,15.81911697,20098.72612,108009527.3,2.858706895,-585629745.3,27352.53198,6844819.644,432692.9029,1.11E+01,0.803011,39710.80469,389.8541098,3886.8,136.8028399,3,624,0,480,96,0,0,0,1,3,25,27.71886,12.64198,27.50752,8129,0.815346038,0
3, CC, linker110_C_linker45_C_crb_relaxed,0.708396,0.741998,10.47433921,0.0494907,0.893125,1.61E-10,4.11E-08,0.040868892,18.04631981,0.05541296,0.070413329,14.20185653,17492.49172,86060895.77,2.85679494,-579300575.2,30137.9489,6078605.159,428014.8265,1.80E+01,0.744427,19607.33184,526.3820199,3918.29,160.4041835,3,416,0,320,64,0,0,0,1,2,5,9.83681,8.67143,9.66632,8130,0.815446339,0
3, CC, linker110_C_linker59_C_sod_relaxed,0.692182,0.44579,6.440358172,0.0436536,0.364643,3.91E-10,7.09E-08,0.035536549,8.353102608,0.119715996,0.046090672,21.69636385,15127.77423,200111999.7,2.855828932,-576164694.6,19620.62466,9236059.894,425696.2116,8.35E+00,0.786915,129182.8072,390.4374338,4845.37,165.0309345,3,240,0,240,48,0,0,0,1,1,7,17.6572,8.15089,17.6572,8131,0.81554664,0
3, CC, linker110_C_linker77_C_pcb_relaxed,0.680041,0.341992,5.028990899,0.0443953,0.270341,5.23E-10,3.80E-08,0.069244774,6.089405861,0.164219634,0.083845754,11.92666235,29229.18415,59781658.77,2.854504504,-571301981,35392.4612,5034410.366,422113.9343,6.09E+00,0.78493,21982.11936,382.4153842,4359.3,159.577344,3,320,0,320,64,0,0,0,1,2,9,13.59182,10.81307,13.3696,8132,0.815646941,0
3, CC, linker111_C_linker50_C_cds_relaxed,0.635721,1.01788,16.0114264,0.0480426,1.13319,1.24E-10,5.24E-08,0.03803622,23.58719137,0.042395891,0.05603296,17.84663891,16003.9352,133739818.3,2.853811273,-569476075.8,23576.15573,7509065.025,420755.1383,2.36E+01,0.625586,63975.89286,604.3855816,3331.49,104.6124085,3,1512,0,1080,216,0,0,36,1,2,3,7.519,5.0887,7.40474,8133,0.815747242,0
3, CC, linker103_C_linker69_C_rho_relaxed,0.680548,0.388147,5.70344781,0.0416332,0.246072,5.73E-10,1.33E-07,0.024579644,5.910475294,0.169191131,0.025471852,39.2590215,10340.9421,648138586.4,2.853737174,-569422842.8,10716.30439,16516726.71,420711.6245,5.91E+00,0.837779,146190.781,301.2767775,4748.88,121.4775172,3,1776,0,960,192,96,0,0,1,2,25,38.51124,16.21304,38.51124,8134,0.815847543,0
3, CC, linker110_C_linker41_C_uni_relaxed,0.731362,0.798573,10.91898403,0.0512171,0.570486,2.44E-10,1.47E-07,0.018075574,11.13858457,0.089778014,0.018439107,54.2325625,7510.226524,1221727786,2.851540883,-562358673.7,7661.270781,22533106.18,415490.3465,1.11E+01,0.734519,52242.9916,559.0257352,3440.78,158.5772361,3,1152,0,864,96,96,0,0,1,2,7,11.45226,11.31771,11.45226,8135,0.815947844,0
3, CC, linker110_C_linker61_C_sod_relaxed,0.702881,0.424244,6.035786997,0.0441747,0.337298,4.06E-10,7.16E-08,0.034194835,7.635547044,0.130966386,0.043258033,23.11709383,13966.74571,217996114.8,2.848637286,-552817779.1,17668.57312,9442085.956,408446.0627,7.64E+00,0.805352,129276.3598,392.5916579,4690.01,169.6755549,3,216,0,216,72,0,0,0,1,1,7,17.98317,9.02981,17.98317,8136,0.816048144,0
3, CC, linker109_C_linker61_C_sra_relaxed_interp_2,0.709781,0.391926,5.521787706,0.0461829,0.314883,4.23E-10,6.36E-08,0.036690666,6.81817296,0.146666857,0.045304767,22.07273238,14583.55667,193375513.5,2.843916999,-537965403.1,18007.43111,8773319.744,397473.2078,6.82E+00,0.830764,82191.70612,324.9120411,5547.92,148.6010097,3,1056,0,704,192,0,0,0,1,3,5,17.40304,15.93155,17.18543,8137,0.816148445,0
3, CC, linker98_C_linker91_C_hof_relaxed,0.754169,0.719677,9.542648929,0.0504458,0.798728,1.66E-10,8.30E-08,0.01907197,15.8333895,0.063157671,0.031644665,31.60090313,7544.629678,394755619.7,2.84301756,-535419903.7,12518.22856,12500916.83,395587.3279,1.58E+01,0.848992,31207.88901,392.8577192,3895.07,161.5146126,3,448,0,208,128,0,0,0,2,2,4,20.00865,19.88536,20.00865,8138,0.816248746,0
3, amine, linker102_CH2_linker49_NH_qtz_relaxed,0.694789,0.496547,7.146730878,0.0466922,0.363055,3.65E-10,1.37E-07,0.01899548,7.775495693,0.128609164,0.020666691,48.38704091,7512.702458,925689305.3,2.84297866,-535301024.4,8173.665219,19137049.19,395499.4733,7.78E+00,0.721199,31363.9408,473.2202115,5596.82,149.2821028,3,564,0,432,96,24,0,0,1,1,4,8.0956,6.60338,8.0956,8139,0.816349047,0
3, imine, linker107_N_linker23_CH_cds_relaxed_interp_3,0.686345,0.515644,7.512898032,0.0445572,0.428198,3.00E-10,9.47E-08,0.023825899,9.610074242,0.104057469,0.030476743,32.81190557,9143.024261,412861102.1,2.837756477,-519387135.5,11695.23952,12591342.18,383743.0946,9.61E+00,0.715363,59554.91496,517.0621405,4476.91,152.8437215,3,960,0,576,240,192,0,0,1,2,3,9.08364,7.76726,8.89526,8140,0.816449348,0
3, amine, linker102_CH2_linker87_NH_qtz_relaxed_interp_2,0.692238,0.742046,10.71952132,0.0457771,0.495424,2.58E-10,1.36E-07,0.020358606,10.82252917,0.092399843,0.02055424,48.6517633,7767.680279,902814564.1,2.836743237,-516410455.8,7842.322794,18562731.57,381542.8323,1.08E+01,0.652549,44893.6981,540.4183233,4136.28,140.221538,3,1032,0,864,96,0,0,0,1,1,4,7.07774,5.90868,6.36882,8141,0.816549649,0
3, CC, linker97_C_linker92_C_hof_relaxed,0.725742,0.452434,6.234088698,0.0479802,0.635478,1.99E-10,7.99E-08,0.015562449,13.24458839,0.075502535,0.033063089,30.2452081,5886.079674,345705899.8,2.835205457,-511919259.5,12505.22832,11439440.38,378223.2328,1.32E+01,0.879467,61576.71271,262.2140787,4874.25,141.1684281,3,736,0,432,32,0,0,0,2,2,4,28.15623,28.03083,28.15623,8142,0.81664995,0
3, CC, linker110_C_linker82_C_sod_relaxed,0.702154,0.502525,7.15690575,0.0446923,0.446665,2.78E-10,6.57E-08,0.030351091,9.994227193,0.100057761,0.042383638,23.59401042,11269.35868,206418674.2,2.832057307,-502543210.1,15737.04264,8760454.838,371299.9479,9.99E+00,0.793414,127255.9369,396.3493175,4852.48,165.8232793,3,240,0,240,48,0,0,0,1,1,7,16.7642,7.93624,16.7642,8143,0.816750251,0
3, CC, linker105_C_linker68_C_lvt_relaxed_interp_2,0.638054,0.433798,6.798766249,0.0427753,0.348989,3.53E-10,3.98E-08,0.060328638,8.158656982,0.122569193,0.072395585,13.81299699,22176.49359,69874421.32,2.830441914,-497517387.5,26612.24076,5077585.889,367594.8016,8.16E+00,0.643652,19200.17638,592.6880415,2812.97,134.2047711,3,320,0,128,96,96,0,0,1,1,5,11.27155,8.02297,11.25982,8144,0.816850552,0
3, CC, linker110_C_linker83_C_mer_relaxed,0.728788,0.740847,10.1654665,0.0492818,0.614319,2.00E-10,2.86E-08,0.07096077,12.46543349,0.080221839,0.087015855,11.49215847,26013.9515,48158413.15,2.830015272,-496161995,31899.68529,4212982.07,366596.2386,1.25E+01,0.790962,46036.74594,448.3786476,4233.25,157.2104782,3,832,0,640,128,0,0,0,1,4,17,18.24464,14.35554,17.85052,8145,0.816950853,0
3, CC, linker110_C_linker64_C_pcb_relaxed,0.678696,0.339067,4.995859707,0.0438303,0.265777,4.56E-10,7.69E-08,0.029587871,6.063773234,0.164913819,0.035912566,27.84540687,10694.7191,279982000,2.827386439,-489220259.9,12980.81916,10064894.71,361456.1911,6.06E+00,0.733681,21794.09056,419.8085828,3854.01,148.1911895,3,320,0,256,64,32,0,0,1,2,9,13.27759,10.26295,13.27575,8146,0.817051153,0
3, CC, linker110_C_linker77_C_mer_relaxed,0.676209,0.331406,4.90094039,0.0434247,0.248829,4.75E-10,5.05E-08,0.046116931,5.730125942,0.174516234,0.053919412,18.54619624,16273.81712,121109272.9,2.823285186,-477608988.7,19027.16913,6544611.634,352881.6125,5.73E+00,0.787092,45112.18648,372.6842469,4427.24,157.8110698,3,640,0,640,128,0,0,0,1,4,17,20.80285,13.69667,20.7944,8147,0.817151454,0
3, CC, linker108_C_linker22_C_uon_relaxed_interp_2,0.765088,0.588202,7.688030658,0.0503683,0.397362,2.93E-10,1.46E-07,0.015417223,7.889128678,0.126756711,0.015820496,63.20914431,5349.304344,1385980487,2.82022204,-469617708.5,5489.22763,21931637.71,346969.3815,7.89E+00,0.774788,50055.34223,471.8129426,4587.11,175.7378309,3,960,0,480,48,96,0,0,1,2,7,11.3069,9.17089,11.3069,8148,0.817251755,0
3, CC, linker99_C_linker67_C_rho_relaxed,0.718505,0.438422,6.101864288,0.0471746,0.289386,3.97E-10,5.88E-08,0.04117812,6.13436044,0.163016179,0.041397419,24.15609529,14109.57679,199666404.7,2.818151704,-463759175.2,14184.71889,8277023.761,342647.4213,6.13E+00,0.858675,94005.21336,334.3553352,4283.51,144.9238367,3,1056,0,480,192,192,0,0,1,2,25,30.83589,16.47214,30.75901,8149,0.817352056,0
3, CC, linker110_C_linker12_C_sod_relaxed,0.690436,0.404189,5.854112474,0.0427183,0.255593,4.49E-10,1.55E-07,0.016972685,5.983220306,0.167134076,0.017347005,57.64684008,5811.512445,1137565366,2.817927415,-463437768.7,5939.680767,19738498.67,342403.8273,5.98E+00,0.75784,132833.674,494.9023893,3593.91,171.5967013,3,264,0,240,0,96,0,0,1,1,7,17.88784,7.61753,17.88784,8150,0.817452357,0
