 name,H2,CH4,aIM,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),k(H2/CH4),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,score2,Sh2/ch4,score,rmps,PH2,PCH4,score1,Kh_H2,Kh_CH4, void fraction [widom], supercell volume [A^3],dimensions, density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v], num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,0,TOP
 linker100_CH_linker60_N_lvt_relaxed_interp_3,0.715723,0.449874,6.67941091,0.0464785,0.310449,7.53E-09,6.62E-08,0.759084753,1.32E+00,6.67941091,0.149713802,0.759084753,1.317375952,12103630.87,3.400376501,3.400376501,3.34603513,-9434325005,9187681.654,6974229.062,3.34603513,0.0464785,0.310449,0.772337,48959.61017,3,409.0547341,6066.94,170.0995063,672,0,528,192,48,0,0,1,1,5,11.13627,9.6878,11.13087,6235,0.716831456,0
 linker110_C_linker46_C_umu_relaxed,0.623894,0.729776,13.58523845,0.0426351,0.579208,4.07E-09,1.01E-07,0.54516273,1.83E+00,13.58523845,0.073609308,0.54516273,1.834314682,23680772.05,3.469679939,3.469679939,3.345952596,-9522072255,12909874.34,7037982.343,3.345952596,0.0426351,0.579208,0.646418,75951.32113,3,582.8091211,3040.47,126.8683508,1792,0,1536,256,0,0,0,1,4,17,11.7743,7.31651,11.18908,6236,0.716946424,0
 linker110_C_linker30_C_unc_relaxed_interp_2,0.71582,0.51555,8.737318394,0.0466325,0.407443,5.79E-09,9.42E-08,0.536689628,1.86E+00,8.737318394,0.114451592,0.536689628,1.863274318,24432707.32,3.473132769,3.473132769,3.345881689,-9521470283,13112780.6,7037493.337,3.345881689,0.0466325,0.407443,0.763581,26457.24339,3,442.3928806,4638.9,166.5039033,480,0,384,64,0,0,0,1,2,5,12.73771,9.53156,12.70975,6237,0.717061393,0
 linker110_C_linker78_C_gis_relaxed,0.664043,0.414194,7.736396902,0.0428781,0.331722,7.17E-09,2.13E-07,0.260136037,3.84E+00,7.736396902,0.129259139,0.260136037,3.844142514,104989799.2,3.763411547,3.763411547,3.345863159,-9614416414,27311630.31,7104739.278,3.345863159,0.0428781,0.331722,0.762779,22358.80567,3,413.9963782,4712.88,151.2738228,320,0,320,64,32,0,0,1,2,9,13.30888,10.04938,13.30092,6238,0.717176362,0
 linker92_C_linker9_C_hnd_relaxed,0.671139,0.369639,5.605336018,0.0425111,0.238289,9.93E-09,1.40E-07,0.398373347,2.51E+00,5.605336018,0.178401437,0.398373347,2.510208095,44518011.31,3.549286745,3.549286745,3.34566782,-9559754072,17734789.16,7065067.312,3.34566782,0.0425111,0.238289,0.724885,68813.28409,2,401.8896488,5138.34,165.3819709,1296,0,1080,0,0,0,0,6,10,0,14.81027,12.38428,14.02801,6239,0.717291331,0
 linker104_C_linker48_C_dia_relaxed,0.661037,0.413484,6.686352398,0.0417392,0.279083,8.37E-09,7.95E-08,0.703960825,1.42E+00,6.686352398,0.149558375,0.703960825,1.420533592,14072424.72,3.415101316,3.415101316,3.345559812,-9434051456,9906435.719,6973742.666,3.345559812,0.0417392,0.279083,0.701212,28073.31392,3,498.3195195,4492.73,155.73043,512,0,352,64,64,0,0,1,1,3,10.62722,7.91446,9.66401,6240,0.7174063,0
 linker100_N_linker25_CH_umc_relaxed_interp_5,0.710136,0.457566,7.024183407,0.0455643,0.320052,7.38E-09,1.27E-07,0.407320295,2.46E+00,7.024183407,0.142365303,0.407320295,2.455070399,42480661.56,3.542338075,3.542338075,3.345300761,-9536541781,17303235.61,7047959.038,3.345300761,0.0455643,0.320052,0.770198,222969.638,3,461.5289512,5053.87,160.1709794,3200,0,1760,640,800,0,0,1,4,9,11.54787,10.68007,11.48753,6241,0.717521269,0
 linker99_C_linker85_C_gis_relaxed_interp_2,0.718092,0.481785,7.503717507,0.0478143,0.358785,6.56E-09,1.14E-07,0.433579202,2.31E+00,7.503717507,0.133267277,0.433579202,2.306383693,37384831.94,3.524487092,3.524487092,3.344969986,-9509363118,16209285.58,7028009.1,3.344969986,0.0478143,0.358785,0.756147,44958.40519,3,461.4139651,5217.31,171.8935269,768,0,448,128,64,0,0,1,2,9,13.63543,8.37207,13.5552,6242,0.717636238,0
 linker101_NH_linker102_CH2_pth_relaxed,0.720549,0.404932,5.802639371,0.0452532,0.262588,8.91E-09,8.68E-08,0.595725942,1.68E+00,5.802639371,0.172335369,0.595725942,1.678624229,19677705.27,3.449270262,3.449270262,3.344961977,-9447883852,11722519.51,6983408.977,3.344961977,0.0452532,0.262588,0.75927,29525.7507,3,429.7569495,5946.12,181.1086776,516,0,432,72,0,0,0,2,1,7,9.03928,6.85986,9.03928,6243,0.717751207,0
 linker102_CH2_linker101_NH_pth_relaxed,0.720549,0.404932,5.802639371,0.0452532,0.262588,8.91E-09,8.68E-08,0.595725942,1.68E+00,5.802639371,0.172335369,0.595725942,1.678624229,19677705.27,3.449270262,3.449270262,3.344961977,-9447883852,11722519.51,6983408.977,3.344961977,0.0452532,0.262588,0.760683,29525.7507,3,429.7569495,5946.12,181.2380398,516,0,432,72,0,0,0,2,1,7,9.03928,6.85986,9.03928,6244,0.717866176,0
 linker101_C_linker69_C_uoo_relaxed,0.687952,0.44529,7.757873756,0.0439498,0.340957,6.93E-09,1.83E-07,0.293269132,3.41E+00,7.757873756,0.128901298,0.293269132,3.409837209,82018363.83,3.674806433,3.674806433,3.344798082,-9545703919,24053454.41,7054135.707,3.344798082,0.0439498,0.340957,0.794487,42980.04146,3,389.8340069,5426.76,166.6084509,576,0,384,144,48,0,0,1,2,7,11.67668,8.52854,11.66892,6245,0.717981145,0
 linker102_C_linker48_C_mer_relaxed,0.639261,0.519673,10.93868403,0.0436803,0.477805,4.58E-09,3.29E-08,1.524492239,6.56E-01,10.93868403,0.091418675,1.524492239,0.655956111,2813687.382,3.260750774,3.260750774,3.344778181,-8840871995,4289444.577,6539224.967,3.344778181,0.0436803,0.477805,0.69529,73703.45867,3,470.6309381,3631.98,130.7146879,1504,0,1024,128,0,0,0,1,4,17,16.35644,12.21893,16.35021,6246,0.718096114,0
 linker110_C_linker10_C_gis_relaxed,0.675736,0.511201,9.74025974,0.0443982,0.43245,5.43E-09,1.10E-07,0.482429918,2.07E+00,9.74025974,0.102666667,0.482429918,2.072839937,30097408.16,3.496914671,3.496914671,3.344708334,-9477657258,14519890.14,7004829.403,3.344708334,0.0443982,0.43245,0.74464,22729.31246,3,542.8256383,3306.98,159.960935,352,0,256,64,128,0,0,1,2,9,12.94222,10.02541,12.79843,6247,0.718211083,0
 linker105_C_linker14_C_dia_relaxed_interp_2,0.692551,0.459802,7.326578052,0.0445676,0.326528,7.12E-09,7.58E-08,0.687508205,1.45E+00,7.326578052,0.136489367,0.687508205,1.454528095,14675502.15,3.418861344,3.418861344,3.344499567,-9383964296,10089528.14,6936633.386,3.344499567,0.0445676,0.326528,0.730151,71656.16331,3,449.8758269,5289,162.2855528,1280,0,960,0,192,0,0,1,1,3,11.89216,7.80008,10.26993,6248,0.718326052,0
 linker110_C_linker41_C_gis_relaxed,0.716575,0.505697,9.230951315,0.046893,0.432867,5.45E-09,1.79E-07,0.280274538,3.57E+00,9.230951315,0.108331196,0.280274538,3.56793024,89633388.5,3.703309858,3.703309858,3.344405418,-9528080673,25121956.56,7041044.772,3.344405418,0.046893,0.432867,0.800753,22954.49381,3,424.1025312,4300.64,164.1718632,384,0,288,32,32,0,0,1,2,9,14.84422,10.36987,14.84422,6249,0.718441021,0
 linker92_C_linker10_C_ply_relaxed,0.64219,0.382248,6.41477096,0.0434095,0.278462,8.47E-09,2.70E-07,0.201215843,4.97E+00,6.41477096,0.155890211,0.201215843,4.969787593,173826540.6,4.19965496,4.19965496,3.343920028,-9524323186,34976653.91,7037856.9,3.343920028,0.0434095,0.278462,0.701351,80291.52252,2,563.2544325,3001.89,160.6048161,1260,0,504,252,504,0,0,5,8,0,16.08613,15.3681,16.08613,6250,0.71855599,0
 linker103_CH2_linker7_NH_qtz_relaxed_interp_2,0.67159,0.4156,6.982779643,0.0426472,0.297796,7.90E-09,2.00E-07,0.275160913,3.63E+00,6.982779643,0.143209445,0.275160913,3.634237099,92703936.02,3.715785519,3.715785519,3.343831948,-9498206772,25508499.72,7018942.084,3.343831948,0.0426472,0.297796,0.75363,67749.77923,3,374.6045809,5425.44,158.7184406,1080,0,960,96,0,0,0,1,1,4,11.86552,9.20042,11.85356,6251,0.718670959,0
 linker100_C_linker12_C_lvt_relaxed,0.710432,0.354355,7.091676352,0.0454272,0.322155,7.25E-09,1.13E-07,0.455919613,2.19E+00,7.091676352,0.141010383,0.455919613,2.193369118,33529832.39,3.509972767,3.509972767,3.34366114,-9430177758,15286908.22,6969601.282,3.34366114,0.0454272,0.322155,0.864401,19339.90444,3,317.5899624,4847.09,143.5701754,192,0,112,0,80,0,0,1,1,5,16.721,14.1805,16.721,6252,0.718785928,0
 linker99_C_linker70_C_lvt_relaxed_interp_2,0.681199,0.927307,16.35263245,0.0498831,0.81572,2.88E-09,2.27E-07,0.207423753,4.82E+00,16.35263245,0.061152234,0.207423753,4.821048639,163256993.4,4.113580053,4.113580053,3.343610149,-9505620408,33863378.2,7024068.982,3.343610149,0.0498831,0.81572,0.663867,19355.68776,3,585.3318355,3587.5,105.9060653,384,0,288,64,64,0,0,1,1,5,9.40203,5.29971,9.12221,6253,0.718900897,0
 linker103_C_linker43_C_uni_relaxed,0.725144,0.359148,5.536576975,0.0468013,0.259119,8.93E-09,8.73E-08,0.566750734,1.76E+00,5.536576975,0.180617014,0.566750734,1.76444412,21515215.86,3.458058118,3.458058118,3.342937459,-9349884801,12193764.38,6910824.91,3.342937459,0.0468013,0.259119,0.83607,40258.51745,3,338.8992124,5706.25,157.3826751,540,0,288,48,48,0,0,1,2,7,14.98679,14.25053,14.98679,6254,0.719015866,0
 linker108_C_linker31_C_dei_relaxed_interp_3,0.72637,0.342125,5.406053139,0.0459398,0.248353,9.41E-09,1.73E-07,0.293953222,3.40E+00,5.406053139,0.184977834,0.293953222,3.401901818,80739991.36,3.671515282,3.671515282,3.342882327,-9440806093,23733780.59,6976621.273,3.342882327,0.0459398,0.248353,0.828464,269917.2618,3,332.3047744,6334.39,170.842875,3840,0,2496,384,0,0,0,1,4,17,13.38199,9.36595,12.27191,6255,0.719130835,0
 linker91_C_linker9_C_kgd-a_relaxed,0.729257,0.464694,8.095812507,0.0461756,0.373829,6.16E-09,7.38E-08,0.675717602,1.48E+00,8.095812507,0.123520647,0.675717602,1.47990817,15053697.22,3.420721394,3.420721394,3.342815287,-9298545735,10172048.19,6873432.016,3.342815287,0.0461756,0.373829,0.785499,35503.80782,2,394.4610742,6010.73,170.5883707,540,0,432,108,0,0,0,2,3,0,12.19216,9.14489,12.19216,6256,0.719245804,0
 linker100_C_linker51_C_qtz_relaxed,0.684625,0.416234,6.245159,0.0445156,0.278007,8.37E-09,1.33E-07,0.392852429,2.55E+00,6.245159,0.160124026,0.392852429,2.545485087,45014441,3.550575436,3.550575436,3.342712446,-9400326441,17684032.5,6947215.124,3.342712446,0.0445156,0.278007,0.739634,47738.45231,3,456.3260275,4119.41,162.9642165,864,0,624,96,48,0,0,1,1,4,13.0954,12.03081,13.0954,6257,0.719360773,0
 linker110_C_linker52_C_umk_relaxed,0.615919,0.451441,9.223872972,0.0364077,0.33582,6.66E-09,5.33E-08,1.152675571,8.68E-01,9.223872972,0.108414329,1.152675571,0.867546797,5026444.508,3.314813276,3.314813276,3.342672077,-9031571337,5793859.793,6678440.645,3.342672077,0.0364077,0.33582,0.658554,34834.38028,3,513.1329104,2704.04,117.8135078,672,0,576,96,48,0,0,1,4,25,16.66665,15.18136,16.66665,6258,0.719475742,0
 linker91_C_linker60_C_ply_relaxed,0.688288,0.368634,5.781888912,0.0457565,0.264559,8.79E-09,1.25E-07,0.405133349,2.47E+00,5.781888912,0.172953859,0.405133349,2.46832309,42278451.9,3.541202159,3.541202159,3.342588167,-9389518266,17128410.81,6939290.435,3.342588167,0.0457565,0.264559,0.749606,76495.8026,2,432.5922296,4806.97,166.6561453,1008,0,756,504,0,0,0,5,8,0,16.28067,15.82187,16.28067,6259,0.719590711,0
 linker100_C_linker45_C_lvt_relaxed_interp_2,0.731932,1.10484,18.5222564,0.0534071,0.98922,2.32E-09,5.83E-08,0.735234598,1.36E+00,18.5222564,0.053989103,0.735234598,1.360110097,12650014.08,3.403159918,3.403159918,3.34241025,-9250499044,9300728.013,6838217.021,3.34241025,0.0534071,0.98922,0.707161,19323.04955,3,602.8369823,3763.94,122.1570747,448,0,224,64,32,0,0,1,1,5,8.83803,5.26324,8.75088,6260,0.719705679,0
 linker103_N_linker25_CH_qtz_relaxed_interp_3,0.687542,0.323769,5.704455487,0.0437281,0.249445,9.27E-09,1.07E-07,0.494333783,2.02E+00,5.704455487,0.175301569,0.494333783,2.022924659,28258575.17,3.488633183,3.488633183,3.342304075,-9343088424,13969168.37,6905431.853,3.342304075,0.0437281,0.249445,0.814821,39964.34295,3,338.3683842,4950.07,137.7619935,477,0,252,72,72,0,0,1,1,4,24.31466,22.99948,24.30328,6261,0.719820648,0
 linker100_NH_linker102_CH2_pts_relaxed,0.722885,0.485725,7.156951557,0.0486819,0.348414,6.70E-09,2.12E-07,0.226502083,4.41E+00,7.156951557,0.139724294,0.226502083,4.414970437,135789242.5,3.929428662,3.929428662,3.342274367,-9427473986,30756546.26,6966421.792,3.342274367,0.0486819,0.348414,0.784674,41305.23083,3,410.8645763,5734.96,164.5968809,688,0,544,64,32,0,0,2,1,5,9.10857,8.1089,9.10852,6262,0.719935617,0
 linker102_N_linker68_CH_mdf_relaxed,0.725605,0.479261,6.875800283,0.0481861,0.331318,7.05E-09,2.43E-07,0.199074792,5.02E+00,6.875800283,0.145437616,0.199074792,5.02323769,175848892.6,3.237378131,3.237378131,3.342202154,-9431191414,35007081.78,6969027.537,3.342202154,0.0481861,0.331318,0.771486,59903.99483,3,462.1411268,4498.69,171.3539056,936,0,528,240,96,0,0,1,2,5,12.48821,11.54643,12.08319,6263,0.720050586,0
 linker101_N_linker58_CH_umc_relaxed_interp_4,0.722992,0.413638,5.94271945,0.0472272,0.280658,8.24E-09,1.07E-07,0.456617234,2.19E+00,5.94271945,0.16827313,0.456617234,2.190018084,33121485.65,3.507988492,3.507988492,3.34206818,-9343855812,15123841.16,6905806.518,3.34206818,0.0472272,0.280658,0.782037,112763.9217,3,418.8731692,5358.57,165.5104385,1536,0,1024,640,0,0,0,1,4,9,13.47316,9.82609,13.47316,6264,0.720165555,0
 linker110_C_linker77_C_mon_relaxed,0.686176,0.45272,6.90021144,0.0461596,0.318511,7.30E-09,1.58E-07,0.318844578,3.14E+00,6.90021144,0.144923095,0.318844578,3.136324308,68250459.41,3.628134732,3.628134732,3.34206644,-9389005469,21761288.92,6938468.978,3.34206644,0.0461596,0.318511,0.78148,84496.34511,3,397.948603,4673.53,159.0993485,1280,0,1280,256,0,0,0,1,3,9,13.86071,12.52678,13.86071,6265,0.720280524,0
 linker102_C_linker87_C_gis_relaxed_interp_2,0.709044,0.431412,6.426841644,0.0459182,0.295109,7.84E-09,1.29E-07,0.389515636,2.57E+00,6.426841644,0.155597423,0.389515636,2.567291031,45542431.29,3.552255643,3.552255643,3.341754601,-9349734180,17739489.11,6909808.392,3.341754601,0.0459182,0.295109,0.765263,62871.12175,3,416.3409366,5296.07,169.9095486,1248,0,768,0,0,0,0,1,2,9,13.70281,8.62372,13.70281,6266,0.720395493,0
 linker108_N_linker67_CH_ukk_relaxed_interp_2,0.785829,0.545125,7.228984439,0.0499261,0.360915,6.44E-09,2.29E-07,0.203060539,4.92E+00,7.228984439,0.138332017,0.203060539,4.924639748,168259865.6,4.169888024,4.169888024,3.341445626,-9389116014,34166938.95,6937957.029,3.341445626,0.0499261,0.360915,0.836062,137317.1177,3,426.038159,5828.39,172.863805,1920,0,896,512,256,0,0,1,3,9,12.21411,9.76276,12.21409,6267,0.720510462,0
 linker111_NH_linker30_CH2_qtz_relaxed_interp_4,0.665722,0.330808,5.571813953,0.043,0.239588,9.34E-09,4.99E-08,1.042676872,9.59E-01,5.571813953,0.179474765,1.042676872,0.959069896,6145745.663,3.333238397,3.333238397,3.341418153,-9036445512,6408026.866,6681501.41,3.341418153,0.043,0.239588,0.75621,40254.1941,3,374.7123079,4832.86,138.566758,576,0,480,96,0,0,12,1,1,4,19.0138,18.70886,19.01379,6268,0.720625431,0
 linker108_C_linker40_C_tcb_relaxed,0.841377,1.22427,17.88868976,0.0610995,1.09299,2.10E-09,7.43E-08,0.505230777,1.98E+00,17.88868976,0.055901243,0.505230777,1.979293513,26823487.6,3.482062069,3.482062069,3.340898291,-9263838158,13552051.49,6846913.505,3.340898291,0.0610995,1.09299,0.82692,44806.92807,3,546.6154286,4580.98,154.8575101,960,0,336,96,96,0,0,1,2,5,9.30685,7.96382,9.29989,6269,0.7207404,0
 linker92_C_linker70_C_hna_relaxed,0.645034,0.418448,6.878557763,0.0426005,0.29303,7.84E-09,1.20E-07,0.448299682,2.23E+00,6.878557763,0.145379313,0.448299682,2.230650701,34140352.54,3.511556248,3.511556248,3.340891496,-9283660593,15305109.19,6861275.582,3.340891496,0.0426005,0.29303,0.690563,34748.88881,2,485.6032543,3901.21,157.5092831,540,0,432,108,108,0,0,2,3,0,11.45579,10.61931,11.43233,6270,0.720855369,0
 linker102_N_linker49_CH_mdf_relaxed,0.722697,0.628824,8.68594588,0.049224,0.427557,5.33E-09,7.16E-08,0.647185189,1.55E+00,8.68594588,0.115128509,0.647185189,1.54515279,16245814.44,3.427663302,3.427663302,3.340841771,-9205538046,10514050.48,6804537.748,3.340841771,0.049224,0.427557,0.753863,61282.03773,3,479.1411577,4499.65,154.3471708,1128,0,672,192,48,0,0,1,2,5,12.29529,11.85536,12.29015,6271,0.720970338,0
 linker92_C_linker46_C_htb-a_relaxed,0.649667,0.540682,11.7679255,0.0417478,0.491285,4.63E-09,8.20E-08,0.665352855,1.50E+00,11.7679255,0.084976745,0.665352855,1.502961913,15353018.79,3.421870497,3.421870497,3.340783031,-9194805531,10215174.89,6796695.776,3.340783031,0.0417478,0.491285,0.723938,76709.30736,2,449.3805622,3218.22,134.2901799,1404,0,864,216,0,0,0,2,5,0,27.24062,25.72548,27.24062,6272,0.721085307,0
 linker109_CO_linker53_NH_sql_relaxed,0.539612,0.370595,7.41329492,0.0355429,0.26349,8.54E-09,7.06E-08,0.896829086,1.12E+00,7.41329492,0.134892785,0.896829086,1.115039661,8347036.627,3.362025988,3.362025988,3.340692801,-9080757757,7485865.231,6713541.675,3.340692801,0.0355429,0.26349,0.56651,28541.77911,2,598.2926214,2397.57,118.2804216,636,0,528,96,48,0,0,1,1,0,10.69683,9.51476,10.69417,6273,0.721200276,0
 linker110_C_linker52_C_unc_relaxed,0.53371,0.652797,13.39488932,0.0413174,0.553442,4.07E-09,6.27E-08,0.869835666,1.15E+00,13.39488932,0.074655339,0.869835666,1.149642443,8886183.581,3.368024274,3.368024274,3.340684023,-9094289424,7729519.412,6723411.664,3.340684023,0.0413174,0.553442,0.544434,33313.50439,3,715.4122535,1850.72,104.8854209,896,0,768,128,64,0,0,1,2,5,10.37754,10.11111,10.37747,6274,0.721315245,0
 linker110_C_linker71_C_gme_relaxed,0.648768,0.342243,7.60342337,0.0413978,0.314765,7.26E-09,9.98E-08,0.553126358,1.81E+00,7.60342337,0.131519705,0.553126358,1.807905165,22289376.27,3.461020336,3.461020336,3.340527731,-9226295672,12328841.53,6819407.215,3.340527731,0.0413978,0.314765,0.765583,36096.21704,3,413.361161,3868.81,143.416463,480,0,432,144,48,0,0,1,4,25,19.56244,17.87887,19.56244,6275,0.721430214,0
 linker108_C_linker35_C_tcb_relaxed,0.83382,1.09531,16.09306018,0.0597076,0.960878,2.40E-09,1.23E-07,0.313963498,3.19E+00,16.09306018,0.062138586,0.313963498,3.185083636,69714082.99,3.633790788,3.633790788,3.340365437,-9299002086,21887677.36,6871931.749,3.340365437,0.0597076,0.960878,0.825802,44317.8302,3,498.7235094,5081.77,158.1270859,960,0,432,96,0,0,0,1,2,5,9.16141,7.76016,9.15162,6276,0.721545183,0
 linker108_N_linker62_CH_tcb_relaxed,0.803156,0.704756,9.894502374,0.0531102,0.525499,4.38E-09,1.42E-07,0.305178282,3.28E+00,9.894502374,0.101066225,0.305178282,3.27677315,73761739.18,3.648047464,3.648047464,3.340260856,-9296055813,22510480.83,6869709.863,3.340260856,0.0531102,0.525499,0.83507,47321.51814,3,431.5998472,6460.4,166.4048611,720,0,288,240,0,0,0,1,2,5,9.30326,7.4897,9.30324,6277,0.721660152,0
 linker98_N_linker77_CH_lvt_relaxed_interp_5,0.71424,0.336826,6.388199632,0.0454596,0.290405,7.91E-09,1.42E-07,0.354871946,2.82E+00,6.388199632,0.156538627,0.354871946,2.817917877,54444887.79,3.582095355,3.582095355,3.340205157,-9277796039,19320963.27,6856467.829,3.340205157,0.0454596,0.290405,0.847805,204559.5305,3,293.2097045,5816.11,149.7848934,2320,0,1520,480,0,0,0,1,1,5,20.64361,20.1271,20.64361,6278,0.721775121,0
 linker103_N_linker10_CH_sod_relaxed,0.72143,0.483805,7.52334089,0.0457459,0.344162,6.65E-09,1.16E-07,0.430402451,2.32E+00,7.52334089,0.132919672,0.430402451,2.323406844,36900078.08,3.52163909,3.52163909,3.34012798,-9249044997,15881884.04,6835601.815,3.34012798,0.0457459,0.344162,0.809867,36850.68344,3,406.9824097,6253.7,157.7382903,492,0,240,96,96,0,0,1,1,7,19.99861,6.61647,19.99861,6279,0.72189009,0
 linker102_CH_linker74_N_cds_relaxed_interp_2,0.714394,0.384421,6.187529242,0.0442427,0.273753,8.41E-09,2.05E-07,0.25415405,3.93E+00,6.187529242,0.161615398,0.25415405,3.934621542,106394566.5,3.779565042,3.779565042,3.340058033,-9300155739,27040609.97,6872480.538,3.340058033,0.0442427,0.273753,0.772295,45009.6462,3,425.4398561,5673.59,171.4335148,688,0,448,128,64,0,0,1,2,3,10.79402,7.88628,10.79402,6280,0.722005059,0
 linker98_C_linker12_C_dia_relaxed_interp_2,0.706299,0.334867,5.391021981,0.0453619,0.244547,9.09E-09,4.82E-08,1.016577492,9.84E-01,5.391021981,0.185493586,1.016577492,0.98369284,6422775.298,3.336756918,3.336756918,3.339974561,-8977091641,6529248.804,6637487.374,3.339974561,0.0453619,0.244547,0.817653,69321.88573,3,341.4469775,5385.06,149.7780768,896,0,544,64,128,0,0,1,1,3,14.8562,13.55157,14.428,6281,0.722120028,0
 linker110_C_linker42_C_lcs_relaxed,0.726925,0.842548,12.1950399,0.0493417,0.601724,3.82E-09,1.78E-07,0.26120927,3.83E+00,12.1950399,0.082000552,0.26120927,3.828348058,100627700.7,3.753795248,3.753795248,3.339927419,-9291143275,26284888.2,6865856.446,3.339927419,0.0493417,0.601724,0.702155,26668.99196,3,670.1128723,3319.85,138.5609007,624,0,384,96,96,0,0,1,1,13,9.53014,5.81043,9.49764,6282,0.722234997,0
 linker110_CO_linker81_NH_dia_relaxed_interp_2,0.713813,0.410246,6.086393502,0.0459479,0.279657,8.23E-09,2.05E-07,0.243861796,4.10E+00,6.086393502,0.164300911,0.243861796,4.100683322,115497291.4,3.823994771,3.823994771,3.339902985,-9294784843,28165376.91,6868459.4,3.339902985,0.0459479,0.279657,0.767982,26154.3698,3,467.7382322,5240.19,174.4576649,352,0,320,128,64,0,0,1,1,3,9.49289,7.42271,9.24485,6283,0.722349966,0
 linker100_C_linker52_C_gis_relaxed,0.707798,0.367383,5.456725509,0.0452449,0.246889,9.25E-09,1.14E-07,0.441568065,2.26E+00,5.456725509,0.183260089,0.441568065,2.264656525,34947312.74,3.51428761,3.51428761,3.339650726,-9219888149,15431617.27,6814109.377,3.339650726,0.0452449,0.246889,0.770498,30561.03353,3,433.3671029,5072.6,175.064395,480,0,288,64,64,0,0,1,2,9,11.40361,8.88779,11.14268,6284,0.722464934,0
 linker108_C_linker1_C_rho_relaxed,0.697528,0.536089,11.86186681,0.0473847,0.562071,4.07E-09,1.40E-07,0.345777834,2.89E+00,11.86186681,0.084303762,0.345777834,2.89203038,57169523.12,3.591275313,3.591275313,3.339616337,-9249242475,19767953.86,6835320.264,3.339616337,0.0473847,0.562071,0.827411,86727.70586,3,349.6379829,4586.53,138.0322026,1344,0,768,96,0,0,0,1,2,25,29.90377,11.44444,29.86296,6285,0.722579903,0
 linker104_CH_linker3_N_lvt_relaxed_interp_3,0.733296,0.38677,5.442482306,0.0469499,0.255524,8.89E-09,8.80E-08,0.550175584,1.82E+00,5.442482306,0.183739688,0.550175584,1.817601559,22407336.15,3.461248238,3.461248238,3.339565513,-9176446713,12327969.26,6782547.695,3.339565513,0.0469499,0.255524,0.77726,47679.7207,3,420.0296688,5538.33,183.4119696,720,0,528,96,96,0,0,1,1,5,11.38594,10.68669,11.02791,6286,0.722694872,0
 linker103_CH2_linker89_NH_qtz_relaxed_interp_3,0.721816,0.476447,7.981772539,0.0465671,0.371688,5.70E-09,2.93E-08,1.554949096,6.43E-01,7.981772539,0.125285454,1.554949096,0.643107869,2615507.189,3.251399735,3.251399735,3.339537191,-8549629810,4066980.539,6323947.711,3.339537191,0.0465671,0.371688,0.804789,33971.50753,3,345.3334464,6229.35,159.8099227,513,0,396,36,0,0,0,1,1,4,15.97719,14.22798,15.97681,6287,0.722809841,0
 linker91_C_linker10_C_hne_relaxed,0.660628,0.39909,7.09285179,0.041367,0.29341,7.80E-09,1.60E-07,0.345480173,2.89E+00,7.09285179,0.140987015,0.345480173,2.894522113,57233784.81,3.591502714,3.591502714,3.339510579,-9243705814,19773137.87,6831227.091,3.339510579,0.041367,0.29341,0.72043,44501.99122,2,586.0157086,2851.96,160.691265,576,0,144,288,288,0,0,3,5,2,12.88975,12.2924,12.88564,6288,0.72292481,0
 linker108_N_linker89_CH_nfc_relaxed_interp_2,0.764606,0.464584,6.595011741,0.0497849,0.328332,6.99E-09,1.80E-07,0.256055555,3.91E+00,6.595011741,0.151629753,0.256055555,3.905402476,104435278.8,3.77167714,3.77167714,3.339428801,-9265987890,26741233.31,6847241.348,3.339428801,0.0497849,0.328332,0.817329,91862.78867,3,383.3785753,6093.53,179.4081984,1536,0,960,128,0,0,0,1,2,9,12.20652,7.32647,12.12272,6289,0.723039779,0
 linker111_C_linker1_C_dia_relaxed_interp_2,0.736001,0.433887,6.469943948,0.0473848,0.306577,7.29E-09,5.48E-08,0.861164858,1.16E+00,6.469943948,0.154560844,0.861164858,1.161217844,8994454.347,3.368536324,3.368536324,3.339223814,-9022549480,7745708.004,6670331.537,3.339223814,0.0473848,0.306577,0.813625,38588.75383,3,354.3679395,6228.59,176.5502282,576,0,416,32,0,0,16,1,1,3,12.72609,9.96763,12.71267,6290,0.723154748,0
 linker102_N_linker61_CH_mdf_relaxed,0.719866,0.443683,6.488343296,0.0477279,0.309675,7.40E-09,1.99E-07,0.241191277,4.15E+00,6.488343296,0.154122548,0.241191277,4.146086926,117566737.1,3.836505841,3.836505841,3.339148555,-9255257828,28356071.45,6839237.083,3.339148555,0.0477279,0.309675,0.779526,59848.75615,3,422.6367749,5056.98,170.1256624,936,0,624,240,0,0,0,1,2,5,12.26739,11.85069,12.26739,6291,0.723269717,0
